Real		Imaginary
-215.931		565.916
-1755.09		1539.76
3002.14		-515.003
-102.822		-1688.96
-2618.68		-20.039
1071.73		676.442
371.092		1542.24
912.564		-1153.85
-75.0485		-1580.69
-1593.97		1964.59
815.141		-473.223
181.771		-39.058
-382.886		1360.89
746.309		-1975.57
-110.162		405.571
-1100.33		121.8
-565.842		102.59
2131.79		2077.71
313.733		-2668.98
-1905.8		-1130.04
195.567		2981.6
-455.436		169.3
1916.34		-790.141
-561.473		-982.465
-2355.97		-108.65
1853.52		1194.51
-419.692		-249.901
-573.677		-203.604
1836.83		-395.064
-1535.28		-218.24
-251.929		-532.096
312.016		795.142
466.677		1751.08
1459.58		-2419.45
-1651.18		-510.193
-1557.21		1781.5
1370.42		-63.8642
848.317		413.375
-329.967		-1729.85
-1032.34		-806.579
308.254		2453.43
329.26		-994.028
136.846		-22.0849
221.283		1002.31
-629.223		-2234.24
114.56		717.76
-917.226		750.062
46.8432		160.296
3096.05		-659.261
-2043.7		-1739.55
-1434.85		784.148
1763.29		2104.69
-138.986		-634.247
1360.3		-1688.94
-1270.84		-48.2383
-1324.11		1618.88
2451.55		-519.687
-908.452		212.699
-161.331		228.552
1189.14		-1561.29
-1169.44		1108.11
-276.933		32.5883
904.825		801.786
599.116		1048.88
-397.709		-3528.19
-1617.48		1251.94
171.786		2227.01
1914.89		-1475.87
518.932		381.347
-1983.46		-1188.2
-885.18		802.487
2126.67		1437.34
-820.129		-1478.97
247.774		350.531
629.566		359.087
-1983.4		-660.161
661.262		808.16
-311.157		734.013
119.709		-462.527
1593.95		-2326.51
-3155.68		775.813
473.477		1496.16
2444.51		-519.841
-543.164		-364.022
-356.676		-1305.19
-1042.63		1123.84
-54.2971		1724.16
1862.48		-2254.39
-1206.35		845.365
1.50722		83.408
143.035		-2027.5
-307.137		2236.46
-67.6826		-150.772
1288.34		-193.981
519.666		-199.154
-2201.63		-1801.3
-128.33		2763.46
1756.03		1115.42
-384.577		-2668.07
248.392		-158.921
-2058.28		743.942
465.519		833.057
2455.24		-179.296
-2393.44		-747.021
609.71		38.6906
544.131		-183.735
-2057.72		519.026
1472.1		-227.48
395.524		471.163
-195.618		-916.925
-185.367		-1663.73
-1602.54		2464.28
1592.47		353.39
1520.73		-1749.61
-1503.23		106.478
-749.857		-797.317
454.644		1798.79
1147.32		590.132
-121.166		-2758.67
-294.658		1915.74
-30.0612		-254.92
-887.17		-1126.8
1145.87		1907.68
-51.8132		-592.971
756.587		-913.417
-65.0685		-162.272
-2280.8		494.915
1928.53		1938.93
1492.34		-685.568
-2064.1		-2003.38
428.224		613.151
-1194.56		1943.02
1230.42		-137.247
1243.76		-1735.53
-2438.42		1111.2
818.219		-456.123
139.244		-245.251
-1300.34		1705.17
1356.83		-1900.99
635.54		276.773
-879.883		-497.751
-517.476		-82.2179
330.392		2952.59
1129.16		-1633.89
-653.597		-1795.01
-956.783		1387.14
-511.878		13.0682
1439.35		674.439
461.135		-569.609
-1654.81		-1532.64
937.373		1533.41
-319		-326.024
-669.785		-366.546
1772.72		977.611
-889.584		-862.773
154.147		-917.458
-341.606		414.456
-1208.71		1423.92
3287.38		-259.731
-338.521		-1594.53
-2737.85		325.085
1173.75		520.784
489.898		1617.29
682.241		-1414.75
-299.491		-1393.37
-1179.99		1795.52
849.195		-613.392
299.966		193.369
-172.16		1398.13
715.985		-1944.44
5.64429		704.234
-1476.71		258.128
-727.401		506.275
2804.61		1558.18
-782.74		-2659.36
-1853.19		-564.021
222.841		2080.78
77.4293		53.8793
1886.51		-543.325
-615.892		-836.379
-2353.08		348.871
2089.9		625.767
-883.12		8.02109
-429.338		198.711
1606.7		-700.995
-1457.04		-336.636
-243.778		-515.804
214.169		881.789
246.554		1942.4
1762.6		-3201.11
-1874.84		-282.852
-1284.69		2091.41
1530.87		-382.819
905.446		540.797
-649.461		-1750.58
-1116.04		-496.574
624.767		2334.04
115.267		-1438.9
202.129		161.534
642.196		879.282
-881.788		-2057.56
315.985		861.564
-872.69		903.591
221.845		292.979
3012.67		-889.645
-2909.96		-1473.74
-1171.45		1233.66
2174.15		1246.92
-69.1974		-492.069
842.225		-1641.7
-1244.22		210.783
-1020.03		1726.89
2278.29		-867.762
-999.555		360.37
-89.3385		251.684
980.269		-1757.33
-1182.63		1352.33
-367.022		-6.12012
1010.31		625.17
836.015		484.75
-633.814		-3145.32
-1571.97		1639.99
566.814		2240.68
1259.78		-1854.88
767.615		-32.4316
-1962.23		-686.981
-530.984		725.941
2064.5		1275.73
-1110.58		-1178.66
484.486		127.198
598.863		205.3
-1799.67		-913.492
1071.71		999.1
-180.976		1163.74
494.051		-275.256
1172.2		-1993.67
-3525.53		923.839
402.483		1715.61
2529.58		-493.012
-1019.18		-464.441
-705.453		-1729.37
-899.452		1406.03
323.109		1503.81
1272.33		-2636.24
-536.791		1276.6
65.6809		-151.007
-245.51		-1528.47
-367.021		2303.3
-131.526		-268.691
1231.06		-251.398
392.811		-475.486
-2650.18		-1376.27
237.959		2587.58
1678.31		625.125
-543.892		-2628.59
332.089		-73.7963
-2100.93		835.089
620.544		646.214
2045.78		-599.877
-2079.59		-411.03
836.883		-225.997
316.303		-332.839
-1822.91		636.94
1615.94		-144.277
461.604		560.366
-72.6273		-983.746
-370.621		-1557.71
-1851.65		2770.94
1853.27		305.064
1464.73		-2076.19
-1733.56		475.55
-1144.35		-1024.14
907.329		1733.91
1214.79		184.541
-420.704		-2344.55
189.57		1742.18
-175.536		-391.708
-890.549		-741.066
1286.79		1960.68
-355.202		-539.273
725.986		-975.122
-487.431		-272.755
-2309.88		379.618
2555.36		1883.58
1209.56		-1047.87
-2215.8		-1557.6
361.88		457.18
-917.452		1937.72
1205.94		-387.717
793.829		-1615.63
-1911.07		911.688
763.5		-578.859
-12.4599		-27.2578
-884.2		1472.7
1412.65		-1433.99
364.266		233.994
-1047.92		-772.041
-1016.77		-341.846
1007.66		3263.51
1360.01		-2018.56
-729.581		-2034.34
-969.408		1589.03
-649.739		154.749
1931.68		790.578
556.074		-784.899
-2106.6		-1277.37
1193.58		1303.33
-626.809		-345.207
-774.612		-99.5495
2475.79		524.656
-1005.13		-580.153
-135.595		-1254.78
-491.513		671.889
-965.381		1928.97
3507.79		-1435.84
-617.477		-1346.1
-2232.18		747.136
1168.98		555.731
468.933		1600.86
423.937		-1425.62
-545.186		-1174.56
-567.591		1414.72
647.104		-746.616
150.598		299.276
200.172		1442.44
676.654		-1834.79
250.169		512.084
-1425.09		243.091
-608.24		780.945
2685.37		1864.58
-662		-2708.58
-1985.28		-613.795
267.842		2478.54
-503.828		-1.6406
2144.88		-1092.47
-762.576		-826.846
-1903.79		460.07
2258.83		478.777
-1047.77		285.852
-263.803		369.208
1631.77		-784.189
-1604.53		40.2125
-555.244		-692.797
113.295		977.071
818.116		1328.16
1306.45		-2823.74
-1616.81		-122.885
-1065.24		1759.47
1570.21		-123.096
931.458		746.453
-692.652		-1810.47
-1102.49		-158.736
778.967		2275.06
-399.804		-1495.72
336.377		574.826
935.894		548.218
-1040.26		-1684.12
-101.923		780.802
-899.971		977.787
312.24		419.203
2762.93		-1107.31
-2465.82		-1521.2
-1349.03		1238.15
2167.78		1860.24
-626.482		-306.567
935.3		-2164.03
-1372.34		460.524
-907.097		1660.88
1501.29		-1455.69
-583.2		979.473
174.222		-52.7964
768.582		-1480.19
-1682.42		1228.83
-509.852		-473.378
927.51		872.817
1325.01		412.53
-1359.71		-3662.81
-1274.37		1788.19
818.458		1887.75
1167.32		-2060
1265.57		223.167
-2246.46		-525.471
-293.675		1017.59
1975.47		1080.23
-1885.43		-1204.87
898.799		405.889
719.941		-127.365
-1994.37		-270.906
1143.61		439.255
113.022		866.658
554.613		-792.742
1099.92		-2263.24
-3565.67		1968.74
906.132		1396.93
2236.19		-857.635
-1142.2		-390.375
-633.989		-1754.25
-527.023		1572.42
629.226		1135.16
644.038		-2036.61
-538.843		1326.24
-19.3543		-407.063
-578.101		-1401.32
-87.9042		2070.42
-212.077		-279.552
1331.4		-352.684
317.767		-709.17
-2803.72		-1340.49
970.789		2544.85
1750.08		348.048
-429.828		-2179.08
401.383		121.188
-2104.6		1075.07
741.183		771.507
1670.03		-562.953
-2224.69		-168.407
1014.86		-339.51
-15.092		-417.616
-1773.76		905.536
1545.32		-177.583
420.252		560.072
-208.683		-1182.19
-980.117		-1517.7
-1216.71		3052.52
1928.69		-185.446
930.927		-2178.16
-1626.81		668.47
-1330.09		-881.405
1213.12		1533.04
1086.86		-250.473
-947.131		-1902.1
673.798		1123.63
-372.557		-557.781
-697.533		-332.166
1463		1613.91
-322.053		-590.055
816.134		-978.085
-679.46		-312.498
-2431.04		981.953
3128.53		1236.17
723.712		-1273.25
-1922.91		-849.194
-114.059		10.3343
-436.093		1450.71
1348.92		-292.277
1064.27		-1457.62
-1651.03		1367.22
663.624		-845.962
-311.121		117.609
-775.087		1693.93
1396.93		-1298.99
416.38		137.265
-1132.35		-920.578
-1111.38		-272.93
862.025		3529.84
1392.28		-2104.95
-695.502		-2127.79
-1140.14		1671.38
-899.297		-210.718
2254.9		658.221
435.009		-811.364
-1839.07		-777.429
1450.43		491.944
-713.503		-146.5
-373.168		185.189
2283.16		973.653
-1243.78		-627.824
288.881		-1348.1
-882.642		608.104
-867.393		2442.12
3541.52		-1566.57
-1095.09		-1187.5
-2245.08		942.148
842.681		48.5188
628.886		1686.4
340.644		-1607.92
-640.172		-1077.86
-795.26		1743.77
611.723		-1570.42
47.4993		500.578
665.218		1327.45
259.745		-1929.25
148.254		384.849
-1538.36		258.727
-463.009		845.25
3164.94		829.87
-1235.81		-2500.33
-1610.69		-155.719
657.865		1859.48
-214.854		125.906
1939.86		-888.475
-725.072		-660.568
-1692.02		677.166
1823.37		131.994
-1119.75		237.003
-66.8699		398.484
1990.09		-1036.04
-1628.39		276.427
-729.817		-880.769
73.3205		1311.71
1081.05		1519.26
1125.94		-3719.13
-1840.61		342.008
-706.726		1994.16
1265.31		-661.298
1381.35		559.148
-987.215		-1577.86
-865.585		89.0162
1034.88		2067.34
-983.046		-1647.46
577.574		574.111
1034.6		271.827
-1106.65		-1743.82
494.475		683.629
-832.003		1111.43
716.375		505.543
2274.39		-1120.21
-2852.18		-1110.19
-661.553		1192.31
1901.26		952.034
-259.279		-241.082
799.735		-1707.55
-1111.01		481.918
-459.357		1353.49
1557.81		-910.416
-1004.41		810.817
363.359		53.2485
874.288		-1665.27
-1356.23		1374.45
-604.452		-284.431
1189.32		1088.01
1441.94		32.1894
-1565.1		-2977.76
-1234.05		2108.38
802.653		1747.46
951.471		-1822.28
925.77		-135.608
-2374.94		-585.553
-12.1568		1101.5
2515.34		626.237
-2235.57		-627.813
1159.68		159.855
456.135		-469.767
-2216.63		57.9283
1032.28		405.104
146.112		1007.09
659.934		-783.699
398.28		-2135.29
-2874.21		1580.16
1184.63		1231.73
2213.82		-751.199
-818.712		-94.3653
-774.845		-1574.68
-591.055		1878.72
613.271		1183.23
457.261		-2256.75
-179.804		1787.01
-42.8053		-881.699
-1087.33		-1390.94
178.895		2019.1
55.365		-135.181
1577.95		-415.658
282.401		-827.293
-3280.07		-669.969
1458.1		2608.81
1564.3		11.9006
-988.407		-1777.75
162.07		-220.804
-1760.98		1015.44
807.292		404.599
1583.16		-950.868
-1803.31		512.273
984.119		-550.137
-117.889		-453.891
-1705.17		1028.51
1617.76		-408.34
563.242		662.259
-127.73		-1242.4
-1107.7		-1216.18
-1197.4		2788.74
2275.86		-251.059
1020.84		-2081.41
-1192.13		1031.21
-1700.53		-669.847
1194.48		1637.59
885.374		-79.6386
-856.765		-1950.44
766.296		1484.64
-770.862		-925.173
-1164.8		-380.128
1893.45		1676.85
-190.163		-622.243
1051.47		-1547.02
-772.357		-305.637
-1909.65		2201.45
3083.25		721.25
371.382		-1170.05
-2245.14		-385.82
254.62		-109.972
-236.988		1892.59
714.362		-739.29
219.019		-1170.14
-885.607		1270.18
432.049		-1108.4
-324.777		93.6503
-568.504		1422.38
1261.54		-1238.06
587.322		440.194
-1172.45		-940.577
-1359.91		96.5489
1457.05		3102.1
905.437		-2387.79
-983.811		-1675.12
-584.443		1710.08
-1037.67		114.633
2311.42		213.581
82.3159		-858.56
-1671.15		-435.723
1556.18		803.253
-1315.7		-214.213
-573.048		424.577
2077.18		-61.1846
-776.617		-571.008
-105.405		-1405.44
-712.999		687.468
-99.8575		2391.99
2817.35		-1946.32
-885.27		-965.39
-1765.33		924.77
892.348		155.959
782.265		1674.85
142.315		-1624.29
-771.194		-716.087
236.84		2016.49
-407.022		-1529.41
-114.367		684.4
805.819		1087.75
-276.985		-1884.22
359.065		80.8772
-1276.5		276.069
-87.2511		803.601
2973		842.05
-1519.91		-2499.85
-1454.92		287.684
1252.03		1839.42
-396.426		485.201
1351.61		-1472.05
-974.246		-208.826
-1288.04		903.406
1424.88		-615.497
-690.949		625.879
225.792		146.507
1377.28		-983.073
-1291.84		514.9
-584.012		-635.331
128.897		1333.58
947.696		1286.04
859.611		-3364.9
-1639.52		673.37
-692.41		1729.3
956.235		-312.703
1060.18		550.835
-986.015		-1738.07
-946.577		82.5296
1104.97		1782.58
-1059.21		-1370.2
647.969		801.243
1041.29		207.127
-1776		-1537.44
380.665		397.252
-849.927		1334.76
809.373		200.074
1916.92		-2220.27
-2858.65		151.479
-229.825		1117.02
1626.98		368.256
-174.898		-94.1414
207.563		-1541.21
-1224.46		499.639
-476.712		1237.66
1194.33		-1800.68
-521.461		964.445
555.365		-271.084
577.494		-1892.79
-875.747		1712.17
-668.405		-55.0515
1390.13		793.491
1121.48		-275.227
-1897.62		-2915.06
-712.497		2207.94
989.697		1365.03
580.161		-1841.76
1159.54		-359.698
-2010.93		-237.978
159.443		761.488
1953.96		552.048
-1675.35		-444.904
1320.28		127.906
497.239		-375.022
-2304.11		-58.3599
1156.98		274.642
348.888		1495.68
814.697		-979.653
161.529		-2213.44
-2776.71		2528.86
1188.78		764.305
1781.21		-977.409
-856.713		-193.186
-886.704		-1420.98
-104.747		1832.79
751.876		823.88
-48.2155		-1982.47
470.599		1477.78
-173.669		-737.574
-885.333		-918.351
264.526		2219.89
-295.324		-90.6898
1537.8		-600.511
-187.786		-965.197
-2965.96		-28.5458
1393.37		1891
1185.51		-45.8263
-544.561		-1728.59
188.453		-99.0186
-1974.79		880.602
903.148		224.502
1254.71		-913.489
-1298.5		704.801
1108.31		-867.825
-365.574		-445.227
-1624.01		1128.17
1511.17		-410.001
816.358		789.915
-104.838		-1544.08
-1133.98		-1265.3
-798.949		3772.73
1734.27		-974.676
502.084		-1911.54
-1069.39		592.234
-1106.69		-617.342
1456.11		1467.21
778.59		-271.931
-1128.57		-1003.12
924.563		616.317
-557.175		-684.656
-737.556		-99.9905
1808.68		1609.89
-501.281		-140.202
915.445		-1394.09
-1113.22		-209.618
-2226.91		1851.93
3199.2		113.367
337.304		-1067.01
-1637.52		-789.575
241.459		69.8253
-496.895		1991.37
1198.38		-829.831
361.592		-1117.5
-1085.19		1685.03
394.646		-1920.72
-459.052		505.417
51.9783		1427.47
1298.64		-1063.97
328.54		307.151
-1294.59		-1058.63
-1353.27		235.961
2344.39		2622.52
372.88		-2271.14
-750.151		-1063.98
-203.467		1255.79
-612.38		392.578
1904.71		591.387
13.5078		-668.29
-1794.44		-377.337
1855.37		427.491
-1370.23		31.3903
-328.943		614.851
2280.51		221.083
-1198.19		-401.643
-167.932		-1508.48
-894.466		1173.08
258.008		2557.32
2455.61		-2648.32
-1178.11		-311.177
-1357.13		983.9
299.395		432.433
312.608		1145.41
403.931		-1605.93
-630.042		-820.935
127.57		1697.31
-305.242		-1631.41
-154.305		1005.4
999.437		1219.94
48.2099		-1939.65
188.666		36.3439
-1701.5		204.884
-204.344		1138.03
3542.43		810.329
-1821.68		-2486.04
-1417.22		267.646
1024		1711.75
-608.576		409.935
1572.2		-1399.95
-903.181		-193.917
-1100.17		716.378
1662.25		-530.051
-1292.11		813.502
333.403		385.122
1534.34		-1137.01
-1447.69		420.259
-777.073		-819.73
198.397		1585.01
1403.81		1069.93
492.34		-3311.71
-1815.38		860.481
-567.959		1711.11
953.253		-587.054
1321.33		417.014
-1211.45		-1661.32
-643.836		309.046
1411.4		1500.21
-1547.12		-1054.76
1050		971.049
1093.29		-20.7649
-1714.29		-1320.87
190.727		493.743
-963.99		1428.68
966.771		308.583
2041.55		-1916.31
-3262.48		-270.699
-217.548		1151.15
1790.4		551.828
-347.271		52.5268
401.037		-1871.92
-1084.65		909.122
-274.348		1153.86
822.15		-1555.51
-650.589		1667.79
517.932		-458.229
26.1355		-1856.68
-1140.74		1419.77
-682.349		-212.399
1469.12		863.481
1234.42		-585.815
-2231.85		-3041.64
-317.067		2716.29
1105.97		1162.33
158.298		-1649.46
902.739		-439.271
-2048.78		-30.2458
132.708		562.88
1375.66		132.514
-1343.76		-373.152
1382.48		49.7128
347.603		-612.639
-2151.2		-209.984
976.263		381.815
242.262		1532.79
1148.96		-1154.45
25.8748		-2646.18
-2900.07		2542.37
1472.89		674.7
1872.87		-1091.97
-534.551		-25.4161
-1023.61		-1408.96
84.9729		1767.14
698.598		591.807
-493.898		-1747.12
1038.75		1251.77
-36.4901		-893.409
-731.439		-899.059
210.616		2081.16
-266.297		-142.04
1945.09		-341.132
112.847		-1137.82
-3332.99		62.4876
1903		1944.15
1334.48		-156.374
-615.791		-1632.77
605.204		-146.755
-1839.4		1491.76
1280.11		238.426
1185.55		-864.31
-1518.29		1251.23
1212.6		-1137.19
-691.107		-165.54
-1442.87		1547.94
1260.23		-390.397
514.431		780.282
-563.4		-1575.13
-1789.57		-943.708
Real		Imaginary
12016.8		3740.58
1773.11		-928.903
550.106		-1550.52
-513.931		791.671
-1240.56		-374.821
1407.01		1564.06
665.838		-176.284
-1237.97		-1154.07
1545.71		1226.39
-1194.01		-877.462
-1301.4		217.986
1842.75		1469.06
-603.002		-162.877
607.41		-1638.97
-1333.49		-164.355
-1902.94		1938.71
3337.44		59.0285
-73.9437		-1139.72
-1956.18		-320.028
240.983		-146.295
-198.184		2063.48
750.17		-888.19
37.6478		-911.94
-1017.68		1252.37
467.278		-1775.27
-692.147		627.767
-82.8056		1768.07
1024.66		-1392.25
521.365		-26.1638
-1873.73		-1100.94
-1489.09		674.124
2857.81		2533.63
8.06006		-2627.01
-1159.24		-1152.23
-227.889		1519.81
-950.086		408.65
2143.6		-203.953
-338.956		-627.323
-1372.86		32.7086
1383.16		-372.163
-1400.13		125.857
-138.326		581.348
2044.97		-24.7175
-915.93		-425.19
-168.277		-1643.67
-1123.82		1130.6
297.675		2718.67
2251.21		-3049.38
-1256.18		-570.845
-1460.68		846.7
703.138		-181.573
1149.04		1422.73
-33.1345		-1834.16
-556.706		-471.67
653.16		1666.05
-809.376		-1559.79
271.328		1147.74
1090.75		886.292
-381.495		-1860.3
339.298		56.3584
-1812.57		534.563
206.495		1150.19
3241.47		-266.378
-2005.98		-1919.81
-1003.22		329.559
947.564		1424.12
-206.82		490.109
1752.21		-1328.85
-1057.58		-26.6232
-1028.08		976.703
1557.26		-1019.48
-1380.36		1498.01
632.21		321.782
1206.62		-1672.1
-1298.72		426.909
-956.368		-577.237
562.197		1704.23
1829.98		849.401
-544.504		-3319.72
-1398.73		1086.79
-213.498		1564.54
771.877		-801.092
1471.83		414.991
-1551.38		-1127.3
-307.62		384.873
1279.07		789.004
-1664.67		-511.999
1083.45		710.213
895.059		-184.705
-1605.93		-1402.14
603.38		406.89
-1012.62		1721.6
1441.86		255.674
1841.65		-2518.24
-3508.32		831.505
202.513		1160.06
1657.37		215.012
-208.682		71.4313
-62.4839		-1935.09
-1010.63		1215.57
165.661		986.167
331.396		-1659.1
-159.99		1687.74
649.012		-826.019
-404.152		-1641.46
-288.822		1119.17
-314.121		445.219
1352.72		985.128
1214.22		-303.05
-2438.1		-2669.76
-262.22		2540.46
888.308		1192.91
180.476		-1490.77
1208.03		-389.634
-2299.79		232.075
349.256		608.967
1352.91		36.3364
-1870.72		447.637
1795.54		-363.172
-16.1894		-663.139
-1883.41		553.82
597.304		376.199
185.438		1271.14
751.636		-1074.47
-381.769		-2281.89
-2350.31		2633.28
1352.58		256.047
1263.56		-1073.97
-321.817		299.694
-1263.44		-1077.12
-74.9591		1441.54
475.556		475.806
-405.09		-1927.81
1046.04		1695.86
-343.329		-1131.94
-1196.75		-832.934
523.328		1992.58
-236.806		71.4325
1646.33		-762.247
-339.691		-1043.14
-3200.25		124.629
2244.48		1837.02
1123.94		-254.189
-894.342		-1395.49
498.201		-147.775
-1796.01		1605.6
726.82		-139.431
523.305		-658.38
-902.387		631.868
1136.88		-988.804
-777.972		-265.587
-1473.63		1466.09
1060.61		-587.241
1045.96		615.863
-489.702		-1915.58
-1722.76		-968.86
781.633		3759.41
1136.92		-1302.15
98.4827		-1552.75
-853.141		783.773
-1476.96		-411.183
1647.27		1124.1
384.169		-412.226
-1117.02		-873.179
1286.49		701.403
-1275.36		-899.302
-939.552		226.204
1971.56		906.699
-212.561		-110.318
515.658		-1723.21
-1175.09		-52.6348
-1424.59		1875.7
2978.29		-45.7683
188.546		-978.671
-1530.08		-612.547
292.896		-88.8983
-266.773		2196.19
879.809		-905.83
169.876		-752.938
-489.954		1455.57
49.1418		-1984.69
-764.658		821.127
87.0231		1855.77
862.723		-1420.33
852.325		-180.434
-1790.55		-988.771
-1194.45		779.054
2770.61		2564.92
-172.633		-2193.09
-817.801		-969.887
-356.428		1519.49
-1146.14		294.024
2326.33		-83.2334
-488.63		-329.261
-1314.92		92.0514
1695.65		-412.875
-1927.65		567.465
-148.778		767.368
2001.31		-212.229
-1164.99		-361.083
-553.609		-1858.7
-940.932		1389.45
724.158		2212.38
1886.14		-2902.99
-1129.96		-273.296
-1381.56		820.74
679.277		-68.9205
889.348		1710.35
-587.738		-1879.07
-539.514		-263.382
522.565		965.927
-1222.59		-1816.91
485.061		1219.75
1249.18		494.25
-208.77		-1552.45
180.133		-118.022
-1621.84		368.806
239.471		1144.07
2837.44		150.317
-1929.96		-2209.61
-832.863		217.04
886.175		1340.96
-372.725		407.241
1767.1		-1524.72
-1036.96		221.98
-660.679		809.937
1062.53		-1387.07
-1089.54		1742.64
912.183		87.9555
957.937		-1695.13
-1057.94		524.405
-954.03		-296.811
680.545		1744.5
1659.99		655.49
-856.062		-3355.44
-923.91		1308.44
-115.734		1344.86
595.97		-632.212
1292.54		494.913
-1374.6		-980.426
-250.413		172.444
701.368		628.247
-1433.75		-626.381
1288.57		890.193
964.231		-220.685
-1352.4		-1456.54
395.45		467.11
-1241.88		1827.66
1460.1		282.91
1511.37		-2536.06
-2966.27		826.554
73.3072		816.469
1289.01		260.573
-343.959		100.88
288.506		-1923.01
-798.983		1078.41
136.778		683.569
377.356		-1537.89
-226.376		1984.81
767.299		-730.066
-150.76		-1590.06
-766.953		1670.09
-931.876		166.529
1808.37		912.52
902.386		-965.206
-2831.44		-1963.65
114.196		2393.61
697.282		715.074
86.1441		-1414.66
792.578		-565.718
-2093.14		-61.6628
556.237		439.135
1318.17		-244.613
-1556.28		785.813
1683.86		-461.959
-89.2599		-850.207
-2309.49		233.632
1014.34		108.897
558.313		1715.41
956.323		-1652.5
-877.376		-2376.36
-1428.3		3111.58
1356.37		78.9172
1176.23		-970.258
-589.416		405.563
-1268.83		-1244.6
527.413		1421.45
317.802		95.7608
-435.913		-1108.1
868.668		1230.96
-197.805		-1147.04
-698.069		-726.529
269.126		1874.83
-246.6		-94.1977
2244.29		-393.4
-390.305		-1173.04
-3104.35		720.337
1916.99		2216.02
765.261		-253.775
-1034.73		-1525.55
176.888		-625.168
-1876.65		1689.35
1153.37		-344.387
800.845		-958.023
-777.535		1476.77
862.258		-1957.84
-888.897		-67.8792
-1212.76		1648.36
1697.68		-674.446
1220.4		1056.64
-1010.89		-2107.15
-2279.28		-270.477
1203.84		2807.49
1128.22		-1224.45
130.346		-1201.36
-587.407		662.025
-1609.1		-417.363
1740.81		1050.63
134.18		-429.971
-1006.27		-575.801
1775.96		513.836
-1564.08		-961.801
-832.834		425.561
1765.46		1000.77
-147.045		-205.742
993.629		-1791.04
-1546.12		11.0831
-1485.55		2630.23
3288.67		-678.558
-279.504		-811.052
-1597.19		-408.177
-62.3312		-121.777
-175.794		2030.76
1092.5		-1397
37.9686		-889.083
149.763		1796.87
-434.97		-2273.22
-618.321		1222.07
555.626		1857.25
756.217		-1615.3
817.727		-91.9916
-2198.43		-755.604
-1188.81		1190.1
2872.36		1564.13
-402.016		-2110.68
-668.1		-760.038
-141.352		1008.22
-1063.04		427.034
2226.8		38.0208
-449.172		-455.532
-1163.58		167.121
2245.51		-634.466
-2505.42		607.548
27.9199		1106.01
2385.44		-597.058
-915.497		-164.927
-944.496		-1805.84
-800.688		1768.74
1256.78		2075.96
1561.1		-3007.24
-1449.96		25.955
-1200.74		1095.09
620.392		-296.748
1326.09		1365.71
-902.245		-1659.69
-377.062		55.6154
1018.3		827.837
-1590.32		-896.617
481.361		1347.36
1152.32		490.944
-834.632		-1705.23
270.23		-245.962
-1900.12		954.118
643.333		1224.22
2835.36		-1100.88
-2254.82		-1105.38
-732.12		499.053
834.42		1105.42
-469.968		658.431
1122.65		-1731.15
-1008.04		312.037
-579.487		596.505
963.428		-1692.64
-1025.59		2066.15
852.45		65.578
984.635		-1575.95
-1408.25		563.202
-1268.89		-686.813
680.641		1948.73
1839.21		330.753
-1134.78		-3694.5
-1078.53		1532.89
-49.0045		1324.43
760.447		-892.553
1606.02		280.981
-1986.34		-1057.5
80.464		390.662
1138.59		248.738
-1824.65		120.486
1706.48		667.74
742.41		-653.187
-1950.14		-867.588
197.56		125.996
-644.913		1861.58
1605.27		-153.383
1206.45		-2499.44
-3166.46		855.56
475.025		836.575
1534.86		261.73
-153.882		365.755
-250.299		-1920.54
-657.822		1359.51
-65.7235		491.265
-611.958		-1561.84
824.319		1731.02
668.867		-1050.23
-332.587		-1645.2
-675.896		1678.69
-845.561		40.6007
2216		968.001
1093.4		-1186.19
-3553.02		-1575.51
872.113		2437.73
882.398		622.067
-289.039		-1366.24
1258.38		-615.53
-2276.76		960.754
330.256		211.127
728.871		-152.191
-1426.63		498.979
1857.4		-780.62
-458.314		-825.013
-2256.96		634.999
910.113		-212.219
1124.88		1669.9
693.404		-2132.52
-1418.32		-2106.97
-851.386		3509.28
1093.07		-277.317
1130.37		-944.047
-437.105		105.954
-1380.04		-1294.94
784.47		1686.16
300.416		97.8558
-639.895		-868.81
1625.35		1397.79
-1083.83		-1434.56
-1345.69		-306.424
453.631		1424.68
131.812		4.27375
1949.4		-864.623
-680.281		-1265.11
-3134.84		1226.31
2395.57		968.433
682.305		-311.583
-803.42		-995.555
294.995		-572.211
-1512.21		1609.99
681.273		-324.22
381.437		-553.052
-669.433		1128.45
931.555		-1887.34
-1082.59		-262.482
-1212.65		1530.75
1337.53		-895.322
1656.53		668.365
-925.006		-2189.23
-1915.49		-184.883
1223.94		3062.6
983.262		-1507.93
234.178		-1174.59
-400.627		545.397
-1535.66		-200.13
1781.36		889.103
32.6209		-416.995
-1035		-341.411
2222.62		-191.187
-1691.31		-581.401
-729.602		741.197
2110.09		1062.31
-408.56		148.739
444.653		-2212.3
-1752.48		343.18
-978.094		2545.84
2812.33		-1302.76
-280.531		-686.092
-1322.67		-350.781
211.29		-297.41
88.1108		2049.95
570.703		-1375.89
26.2276		-379.195
535.398		1321.88
-671.616		-2017.33
-670.197		1149.75
521.846		1562.34
654.97		-1736.87
1154.62		-385.972
-2236.45		-839.332
-899.708		1414.36
3567.04		1970.56
-1113.83		-2263.29
-547.604		-809.116
-96.5292		853.256
-1124.61		428.763
1952.38		-272.953
-704.952		-128.468
-895.54		408.906
1881.89		-1229.02
-2015.32		1078.75
